id,name,artist_popularity,artist_genres,followers,genre_0,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6
4M8A5RGEnPXVhmObmM1qqB,Calvin Clark,12,[],22,,,,,,NA,NA
2mo82RECMVjLdu4AHA01ch,K.Reetz,12,[],568,,,,,,NA,NA
0gQWLcYyXT7vaScuCwMTPz,Dj Poueriet,12,[],34,,,,,,NA,NA
4IImzO4wvzQoJZlMtuo4wz,I AM,12,[],401,,,,,,NA,NA
7dTBYQ85TgDm8fzy9tlj7K,helendurd,12,[],2,,,,,,NA,NA
6GFCxE8WOPpwJpD1ZeIuw5,Calvin Harte,12,[],3,,,,,,NA,NA
7mYheAYKWaZAaFK4sdN63O,Selina Hawker,12,[],1490,,,,,,NA,NA
4Vco08oleBJvFDzhpee4r7,Sean Kennedy,12,[],132,,,,,,NA,NA
2RaoHdUloiewAhOZwyrGZW,Matt Teed,12,[],325,,,,,,NA,NA
6LFtYwGXrGq0uoVxilnF6A,Shawn Riff-Raff,12,[],133,,,,,,NA,NA
2UHjCHmj8bcafgnYwrBjrI,Selena Leo,12,[],515,,,,,,NA,NA
7A0DjUj43acGGGR0G2Mded,Bawello,12,[],136,,,,,,NA,NA
34StgQ9hAIGmrdvncsR7Ao,Adele Rasch,12,[],16,,,,,,NA,NA
1vvWzzWCeek7tj1rGZ2Mid,Jay R,12,[],109,,,,,,NA,NA
5fjmN3Ed2RbX3B7qn6drOy,TARIN,12,[],381,,,,,,NA,NA
2ZzxSgcTyj4wQntd0AZu8i,RELAX YOUR SOULD,12,[],368,,,,,,NA,NA
6DRXszoHxVh3EWLJiupMcs,11Eleven,12,[],86,,,,,,NA,NA
4yNMGMC3xHsWeU1j2IZTbz,J Roc,12,[],94,,,,,,NA,NA
4t2QAw5eKimlswUcw5TE6n,Michael Abdennour,12,[],2825,,,,,,NA,NA
5YkwretAI76aIwY8Inrtyr,Flat Out,12,[],706,,,,,,NA,NA
4wypGdKculxX8oolXLrTrF,TheLofiMaster,12,[],34,,,,,,NA,NA
2GpiO0zHhjRd4gOV5xKdN3,Absollem,12,[],546,,,,,,NA,NA
7EMWiEZp1AxYBKUVtXs29E,JAY ROZZ,12,[],1103,,,,,,NA,NA
2nWefmRaZ5x1QNWjbPD7xr,Simon Lovermann,12,[],664,,,,,,NA,NA
1WJ1xPyOeMJcam5F2wKqwM,AB,12,[],26,,,,,,NA,NA
3Xaa25N0OU0yvYrPwG06v2,Ethan James,12,[],1434,,,,,,NA,NA
6hsbANogE0ZRzzxm5yn046,Terry Lemaster,12,[],48,,,,,,NA,NA
4OMdj8PCJeExADgfAGMVQl,Silent_to_the_Mouth,12,[],4851,,,,,,NA,NA
77SmfXWbjSrnJUHncKYM8R,Jay Diamondz,12,[],696,,,,,,NA,NA
0lPv5DKOL9MKamM64ydqAH,Papa Jake,12,[],21112,,,,,,NA,NA
57Bit7Vva2DuROq9W3ZIht,Heart$ick Hermès,12,[],133,,,,,,NA,NA
3PbzygNiM8isqjzMneD7BG,UnderClass U.C.,12,[],337,,,,,,NA,NA
7DClQ8pWwW9UJNavuyYkxh,Alessio Cavallo,12,[],24,,,,,,NA,NA
3DrJoLTrMysTTl4ppcnK5C,Jeff Adams,12,[],115,,,,,,NA,NA
5HJx9NmsOzCBqNcFEFPbCF,Fifth Movement,12,[],460,,,,,,NA,NA
3XnS7wB1qrjruIh5fO3j0V,Jesse Miles,12,[],899,,,,,,NA,NA
6KKIDnWEYeBvdIHzZGaXJd,Elie G,12,[],116,,,,,,NA,NA
1ENca2drFzSCaGUgIaEWyt,The Fifth Avenue Band,12,[],3203,,,,,,NA,NA
5dDhp6xumnT06y32TPdPG3,Jesse AM,12,[],10,,,,,,NA,NA
4rb9pNLC63mLhiRQZ4WW7R,Jimi Cringle,12,[],63,,,,,,NA,NA
0ww3OQM6EtL1ZeqWpYMVZa,WIFE MATERIAL,12,[],685,,,,,,NA,NA
485FTYJV3xFeqZ8K540JPJ,Jimmy Hill,12,[],197,,,,,,NA,NA
5i5FInnpnKznHmdRntsXpi,DJ Florence Drake,12,['fake'],210,fake,,,,,NA,NA
0STlo1molPNwMNcipxdqzW,Ameritz Tribute Club,12,['fake'],494,fake,,,,,NA,NA
7pssOihnXbkpQ5tJBOKfaK,The Hit Squad,12,['fake'],144,fake,,,,,NA,NA
7FAutlaokOl6lePZDdTEgs,Jenifer Solidade,12,['morna'],4562,morna,,,,,NA,NA
4SzEdM3HSo8GconaNNDpwI,Longmont Potion Castle,12,['prank'],10116,prank,,,,,NA,NA
3GAVGqFOOfpfSNjfpWsFWp,Ken Canedo,12,['rosary'],723,rosary,,,,,NA,NA
01C8gGSy00yG51FOfWzGpT,Nuz,12,['k-indie'],4281,k-indie,,,,,NA,NA
6ObwpUGxINNfoilyRRhAsf,Putão No Beat,12,['no beat'],3576,no beat,,,,,NA,NA
70EDugmttoaPiyYPiGJOlt,Kimi Hendrix,12,['suomirap'],536,suomirap,,,,,NA,NA
361pK7YDT3pQopAH7M0jr3,Marianne Mendt,12,['austropop'],2683,austropop,,,,,NA,NA
6ZULSpMrOzTKWPgjSKhARD,GORE STREET,12,['necrotrap'],1031,necrotrap,,,,,NA,NA
0xiKooeQZp7VJEAdQanvJ8,Gutu Abera,12,['oromo pop'],2416,oromo pop,,,,,NA,NA
1PvnNmZQzfHwh7NB4oEVlN,Chris Bey,12,['wrestling'],1087,wrestling,,,,,NA,NA
43L1SHutsXnO3GIdKrDrmU,John Kiernan,12,['wrestling'],506,wrestling,,,,,NA,NA
59Fno0EElRpTVlTaJqpifl,RAUNA,12,['chill house'],213,chill house,,,,,NA,NA
5KTSB8X0opC29aSVK5f0vm,Bossolo,12,['deep g funk'],1535,deep g funk,,,,,NA,NA
3U93X7RBrNsuyyZzxWXMyg,Maven Fernandes,12,['konkani pop'],380,konkani pop,,,,,NA,NA
6udlDw2O1QyJHsxUVYzwf6,C-Leb & the Kettle Black,12,['rebel blues'],786,rebel blues,,,,,NA,NA
48ygphLPYaQbkDSIGK61Kg,skoopy dopper,12,['sinhala rap'],8886,sinhala rap,,,,,NA,NA
14sT6n5yBc9s0mMVROGqJN,@fr4jola,12,['trap baiano'],649,trap baiano,,,,,NA,NA
48ArPjkg4eeTRFMB9abusw,Helenor,12,['boston indie'],2555,boston indie,,,,,NA,NA
50WGKEN1OLzW7MLZ7RTFu7,Ruptured World,12,['dark ambient'],1615,dark ambient,,,,,NA,NA
3f2zD7f3ehkPP4flzK3nvS,Miguel Angel and Milo Melendez,12,['deep norteno'],1883,deep norteno,,,,,NA,NA
373xNNbUF6ypZ97H8KVGU0,Exodus Quartet,12,['jazz quartet'],1370,jazz quartet,,,,,NA,NA
7Lw7cBgMxVphq1eCPq9Tai,Ronald Reggae,12,['reggae cover'],3212,reggae cover,,,,,NA,NA
3cgriDRzuTkL0lSgylcEee,Cherry Moon Trax,12,['belgian dance'],4329,belgian dance,,,,,NA,NA
2c3t2ivSBEaSRMSpz0nQ0I,Hera,12,['icelandic pop'],1480,icelandic pop,,,,,NA,NA
5rsf5ntwr3M4ggrB9lWls3,Toby Meyer,12,['swiss worship'],1031,swiss worship,,,,,NA,NA
0ZZ3KaoXVllpjeoba0hb76,Shawn Hess,12,['wyoming roots'],1470,wyoming roots,,,,,NA,NA
1mtaJAxoe50UVhxjG3BRDd,Eyþór Gunnarsson,12,['icelandic jazz'],225,icelandic jazz,,,,,NA,NA
3Uqiej8rzmFMC4HBcpOsTz,Henry Franklin,12,['spiritual jazz'],3129,spiritual jazz,,,,,NA,NA
6MR6N2h4KSNmJ26OSrROYh,LIM JIMIN,12,['korean city pop'],34208,korean city pop,,,,,NA,NA
1eqmETCNp9LudDT0nBycHw,Brandi Wells,12,['post-disco soul'],1310,post-disco soul,,,,,NA,NA
1HUoouYbs4mUsHyRJ6dvOu,Skool Boyz,12,['post-disco soul'],1727,post-disco soul,,,,,NA,NA
2idLORxJWDvxudOXGjUn9L,George Shingleton,12,['roots americana'],2474,roots americana,,,,,NA,NA
3scriORBjFxU0fjNVBIe4z,Snockp,12,['trap venezolano'],4957,trap venezolano,,,,,NA,NA
0g3HxLqCm3M64azxAAWJb2,Tetsuji Hayashi,12,['classic city pop'],1434,classic city pop,,,,,NA,NA
0czBunSo5ui8sT4zfX3zgK,百合二重唱,12,['classic mandopop'],3702,classic mandopop,,,,,NA,NA
7iyqxUyAGz1CJZpIhMvvfh,Miguel Nandez,12,['spanish pop rock'],4377,spanish pop rock,,,,,NA,NA
5VzQHUIMr7yh62F2PcRy1p,David Grytten,12,['norwegian pop rap'],355,norwegian pop rap,,,,,NA,NA
5w5MVvOJSu0nGTFRkkc69W,Whitney,12,['variete francaise'],2749,variete francaise,,,,,NA,NA
6mVIepilotsPjD4ZmlFtE5,CS + Kreme,12,['experimental synth'],5134,experimental synth,,,,,NA,NA
3tPKumydOBlF2yLF0krfsL,Lauren Ritter,12,['organic electronic'],2008,organic electronic,,,,,NA,NA
6W5XqrBVFKy0THpeIxBaDB,Chris Lam Sam,12,"[""nz children's music""]",136,nz children's music,,,,,NA,NA
0ArKYG7QQIbhIegyOozt7i,Soli,12,['classic persian pop'],294,classic persian pop,,,,,NA,NA
6aslPjF5zo34qCsgEHVbs8,Johnny Cruz,12,['salsa international'],5473,salsa international,,,,,NA,NA
3JDRV2y5e0wlV5gfkkDtqN,Miguel Quiñones,12,['deep latin christian'],5144,deep latin christian,,,,,NA,NA
390rlknQEfIDTkwe87Fl7j,May Abd El Aziz,12,['egyptian alternative'],8042,egyptian alternative,,,,,NA,NA
30BrkjITb7C6Qr9pzHxzgy,Ponto de partida & Meninos de Araçuaí,12,['musica para criancas'],1073,musica para criancas,,,,,NA,NA
4n3F5413y5LjhB9aWgB9Wh,Rosalie Sorrels,12,['american folk revival'],2241,american folk revival,,,,,NA,NA
7CMDtotOom4MIRumUnpzzL,Warfect,12,['new wave of thrash metal'],7131,new wave of thrash metal,,,,,NA,NA
3GvVpkFxJxwEgm4FzqJxfq,Rapper Big Deal,12,['northeast indian hip hop'],3392,northeast indian hip hop,,,,,NA,NA
5a5Q7UmYrVvAtVtantMthJ,Miranda,12,"['folk brasileiro', 'nova mpb']",2187,folk brasileiro,nova mpb,,,,NA,NA
55LGY0kC36kQkCpZ6suaoq,Mac Myc,12,['italian underground hip hop'],2639,italian underground hip hop,,,,,NA,NA
2hbba2BStMNL0srnRkyZc1,Maria Carta,12,"['italian folk', 'musica sarda']",2653,italian folk,musica sarda,,,,NA,NA
19euv5IqFYsodfLylCWOQy,ayron,12,['south african underground rap'],733,south african underground rap,,,,,NA,NA
73TQfab4llTMveDPy0z2oE,3 Problems,12,"['st louis drill', 'st louis rap']",4935,st louis drill,st louis rap,,,,NA,NA
0b1GfjTK9skKhUrQum9JSp,Nikki Mbishi,12,"['bongo flava', 'tanzanian hip hop']",12879,bongo flava,tanzanian hip hop,,,,NA,NA
5tr9ik6zvne8ykaN5iC7Yk,Carlo Frigeri,12,"['indie boliviano', 'pop boliviano']",1007,indie boliviano,pop boliviano,,,,NA,NA
2qzeT1di9ABANEoqIYH4cy,Pepper Rabbit,12,"['new orleans indie', 'shimmer pop']",9011,new orleans indie,shimmer pop,,,,NA,NA
4x9fuObP8xtuW0MOCfHdB6,Kaysee,12,"['assamese pop', 'northeast indian indie']",3864,assamese pop,northeast indian indie,,,,NA,NA
00ESOUu2kJw00iHIulANE6,Masonna,12,"['japanoise', 'noise', 'power electronics']",10481,japanoise,noise,power electronics,,,NA,NA
6YppNPO51YVydiPnITvtmP,JOOL,12,"['dubstep', 'gaming dubstep', 'riddim dubstep']",3450,dubstep,gaming dubstep,riddim dubstep,,,NA,NA
2sNvfmurjNS4tsvKRdMjHw,Enchant,12,"['neo-progressive', 'progressive metal', 'progressive rock']",11395,neo-progressive,progressive metal,progressive rock,,,NA,NA
0rRkVfXZHBGSN4JzV57bVT,Luca Grace Kampmann,13,[],65,,,,,,NA,NA
0WtuWklruiIIqO5Nwpd5I6,Luca,13,[],4072,,,,,,NA,NA
30vypgKajd6TADkl8RggWd,Ariane Gabriel,13,[],712,,,,,,NA,NA
5GrYSX7RkjYmhl0eUWRcpH,X & Ivy,13,[],164,,,,,,NA,NA
2V9BaqjysjWIIi3GePdYXu,REP Festival,13,[],2844,,,,,,NA,NA
2NDx1TMo3T9rPYxJIsw5UT,cvrlx,13,[],738,,,,,,NA,NA
1gXUVSy102RYie27KecBrB,Luca´Spirit,13,[],701,,,,,,NA,NA
59BD3WUU4Sa0fVBgDNdcEz,Ahri Arianna Vitale,13,[],189,,,,,,NA,NA
1JBCuSGwk0Fxcm8gC5sLjh,G-Trill,13,[],3396,,,,,,NA,NA
0SvmgigLWlP2NMvNGSGViY,Acoustic Mode,13,[],35,,,,,,NA,NA
2qv1mRVZMyj1EJJdJmrZ7s,Ainjo,13,[],1355,,,,,,NA,NA
6Iq7pvBye73XCoeUIxGuZP,Cordell Drake,13,[],570,,,,,,NA,NA
24JtFCHaZmyh594WvzlCqs,Lying for Friends,13,[],730,,,,,,NA,NA
6TkJaIpehoidHJTq51UiTB,Jennifer LaMountain,13,[],3021,,,,,,NA,NA
3g0RhTADGNS0bE6xu5ylfV,bloodtrials,13,[],384,,,,,,NA,NA
42Ry3nWGThga0O6rDxUwX5,50fifty,13,[],686,,,,,,NA,NA
2VAesrbBYOoxTTfn6ubSpG,Jennifer Masala,13,[],735,,,,,,NA,NA
2QH1BbMsSHBraJDxso0bQ7,Piano Pacifico,13,[],64,,,,,,NA,NA
4c2k91vnECd0oMr9B5XEjL,Akishige Horita,13,[],91,,,,,,NA,NA
3MSqBNJLOJa9969tj8f0lU,Stash Guapo,13,[],1180,,,,,,NA,NA
5QudGDXQi1yGCjENRjMNeQ,Blynk,13,[],428,,,,,,NA,NA
0VuWLzYRihRAGF0WZWwwza,Ed Martinez,13,[],223,,,,,,NA,NA
4PMZ7Et5jAEKdQA2bzCrmT,Tiago Contieri,13,[],428,,,,,,NA,NA
0YJLYsFW5gVgKc1G3i8CX5,Oposition,13,[],1647,,,,,,NA,NA
6NhJ3byRXx7HJzpryxi8w7,Kohmi,13,[],3369,,,,,,NA,NA
7jU01VQwoFaaiA5fwCZjhX,Celine Lunder,13,[],598,,,,,,NA,NA
3apBl86IbarP5GvuWg0M6W,Lullaby Baby,13,[],617,,,,,,NA,NA
5Wu8ErKnsewuBumVhV93Sa,nolan2real,13,[],42,,,,,,NA,NA
4eYbxf7rkZZGxoOmhxkucV,Yvng Kozik,13,[],3242,,,,,,NA,NA
3zZhTmQv6u3VE0FNGR52cw,Thea S,13,[],48,,,,,,NA,NA
0BTRiFUntM4F6KhTAJ6rmv,Cardio Remix Hits,13,[],627,,,,,,NA,NA
3c5EoD3rQqbkXYSL22CRJh,LUMJR,13,[],562,,,,,,NA,NA
6P70J3b9TT5Dzvd3o9F4QR,NIRØ,13,[],1125,,,,,,NA,NA
3zlHdjWDEPhdYWLEJZrURh,EGALOIN,13,[],0,,,,,,NA,NA
0VsjIxmLw4Oy8Qxl959mvg,Napoleon Usher,13,[],3,,,,,,NA,NA
5ut4VQiwNkR5WDmRwdSgrM,Jennifer Perry,13,[],9,,,,,,NA,NA
6JHK1fRXGcNPe86gzDvPsS,DrakenBeats,13,[],10,,,,,,NA,NA
1MoeE8xpAXOhHnDWQYHCNY,Young Zen,13,[],851,,,,,,NA,NA
5cEC6oSmdvGfrYyVDv9uuM,Miley Flowers,13,[],53,,,,,,NA,NA
4Ej7qxDDvynFVnOq22c6jN,Casey Mattson,13,[],1535,,,,,,NA,NA
5SbIa2AOoeyJxFP2uINBIr,luke brown,13,[],1470,,,,,,NA,NA
6mKOqlRuNGivh0qDkrAB7l,Janelle Arthur,13,[],4061,,,,,,NA,NA
0MJguoSvWCXCv69Mrr4xPk,Carrie Marshall,13,[],209,,,,,,NA,NA
53n8AvqPLxjipXrmq9bcXA,Carrie Mac,13,[],1250,,,,,,NA,NA
4sP0ut8h3t4uRkJazqm1DA,Casey McQuillen,13,[],2648,,,,,,NA,NA
1Wtioib1IFtGZHOJEZCwqr,Luke Brancaccio,13,[],1357,,,,,,NA,NA
713oewSWMFvjDMJV4l0dIM,Luke B,13,[],41,,,,,,NA,NA
0WqfvIHk0iWcqlp4UsZyMC,st.James,13,[],1062,,,,,,NA,NA
00qQpvq5xXM642Md1cNUcM,ilyMIAMI,13,[],263,,,,,,NA,NA
252SkhiKsvRErAJ5ZfYfFD,adore,13,[],160,,,,,,NA,NA
7BmfdJB28dqduFA30V5BjL,Zac Colwell,13,[],352,,,,,,NA,NA
3ewP8HGSeJSvjKt3ToHHB8,Gio Lennox,13,[],503,,,,,,NA,NA
5QiypjTOGArUF7ZlyykXQF,Young Tola,13,[],110,,,,,,NA,NA
1L2dgYrQs4HZDHfYB2klTF,Jack Miller,13,[],2437,,,,,,NA,NA
5bOnmo6hQq7FfNJaVOQODK,Gadi Finegold,13,[],335,,,,,,NA,NA
71hvmmby9DiVL3oVkq4GaN,Megan Golden,13,[],1062,,,,,,NA,NA
0BmgT51Y8JI74rlRK7YcAL,Cole Plante,13,[],4344,,,,,,NA,NA
1ZcEKvq5UBx8vbuO99aokI,Future Someone,13,[],116,,,,,,NA,NA
2lo8Os0AsdmZS77qRWNQXC,Kanmice,13,[],28,,,,,,NA,NA
2RD8WghGrjxnCeAWRXY4wu,Mac NL,13,[],324,,,,,,NA,NA
3xTtXm1vJSZaSya6phR7QL,Danomay,13,[],1345,,,,,,NA,NA
6e1OXpbDzd5SBHHvnlPL3D,Josue Cristobal Bonilla Ministerio Vida,13,[],374,,,,,,NA,NA
2QhhRv5apqR3k61JA6PJt2,J.Costello,13,[],50,,,,,,NA,NA
4bSvQ0SdFWaeP2rKyvgYzF,Max Million,13,[],417,,,,,,NA,NA
46j1bwhIDgK49u89mK192f,Beatnet,13,[],543,,,,,,NA,NA
6S7lMwgafEK384nEx70j5E,Treasure Davis,13,[],2144,,,,,,NA,NA
5YtaGV7Jhkcqj2GLhNGQdN,King Couto,13,[],54,,,,,,NA,NA
43RWNRjlLzGTqOdcJdGAVL,Ramón Blanco Jr,13,[],305,,,,,,NA,NA
4zPWs3JVANDp5hL8v2Umpi,YASSA,13,[],493,,,,,,NA,NA
10wcgyE0VDXfEs2eHR84XJ,Travis August,13,[],399,,,,,,NA,NA
5oY3JWHuYwMs08yobcNzVN,Duer Deep,13,[],707,,,,,,NA,NA
3ufkAYoXNXSird413z3oSB,C Breezy,13,[],335,,,,,,NA,NA
2kFTAqDRvT1agRhTScx6Nd,Njocki,13,[],25,,,,,,NA,NA
3cwYgjZE9PBbkVzs4BeLcf,Luke W,13,[],0,,,,,,NA,NA
2iW9SEDQvFW1xjwOITLpZm,Herbert Rhodes,13,[],0,,,,,,NA,NA
4CavijoEp6C3qeYXo6wKx0,Megan Jameson,13,[],0,,,,,,NA,NA
100oaT0aNJqETFFDCltUmG,Bello Weitz,13,[],3,,,,,,NA,NA
5mTWzR4nop3tzB6qJEfph9,London Oratory Schola Cantorum,13,[],10,,,,,,NA,NA
5kweGVKXCMjHKALCiaYs0H,Jacob Estep,13,[],17,,,,,,NA,NA
2zKL80BJq7pECAZhROTbYD,Brighi,13,[],2421,,,,,,NA,NA
1cp76IiO6sywVQMUC76TUU,Dessas,13,[],337,,,,,,NA,NA
06i8G7FXX7b0EtCzrSkuzQ,Kelz702,13,[],746,,,,,,NA,NA
52KgCdZCBgAse8sC2nscfi,Kaan,13,[],1501,,,,,,NA,NA
6EKHIeW7Q6rFM1jcLkHz33,Joyce Irby,13,[],339,,,,,,NA,NA
6gcqFUh0C5NRJuRTlGNoxb,Snobboyz,13,[],53,,,,,,NA,NA
0UGwq5l8GoekYl3TM2NZ3I,kaizen,13,[],1095,,,,,,NA,NA
0sJhidVQ0r4C49X7zDVq57,Taishogun,13,[],38,,,,,,NA,NA
38PxDB1FyQg6PZhHsULH3e,PANDADRAGON,13,[],803,,,,,,NA,NA
34gSgmoLZ10KRzLjouK868,Fedele,13,[],2265,,,,,,NA,NA
4KD4lmEIJV7ARHJIs2NJPy,Mac Lucci,13,[],6256,,,,,,NA,NA
1uCc05BZpD0cFnQgfOx4mF,Raihan Hays,13,[],29,,,,,,NA,NA
2tAVxjSZZ5b5d1k360AWJr,Gaby Zgheib,13,[],550,,,,,,NA,NA
1p2C3j6QLIwsJmCe8BXzxe,Asere01,13,[],768,,,,,,NA,NA
2wtvVA6IP0FxcVAnRwxZym,Ogizzle,13,[],449,,,,,,NA,NA
3kNiOipuz26xsMq19AcKxy,RVN1,13,[],295,,,,,,NA,NA
3gSj1qyDY4BU3B4xWoVdso,Mariah Strong,13,[],634,,,,,,NA,NA
4ZLJ2WULaHzhZYp4W8B2yH,Ogives Big Band,13,[],321,,,,,,NA,NA
4nsYA0nXR4OJ6QloCy4xPw,Julian Ellis,13,[],65,,,,,,NA,NA
4zVgsZzBlApsCg2jzbdm7K,Branny,13,[],883,,,,,,NA,NA
3nMY3ESdf9RNL7oJtVAzdn,José Miguel díez,13,[],54,,,,,,NA,NA
6EoAMGty6kAHtlWuFNPdHJ,Robyn Red,13,[],428,,,,,,NA,NA
0Cx7ajIZJXgs3YzihJ0h5P,Flash Ki,13,[],2920,,,,,,NA,NA
4NW8LPvWkZ3dycMZaB59JB,Casttro,13,[],81,,,,,,NA,NA
2sr1n78orAaaSA1OWEQWbe,Criollo en Vivo,13,[],965,,,,,,NA,NA
2gXDNzafAvtZ4dYrDBhYpm,Miguel Huertas,13,[],108,,,,,,NA,NA
7mEewUE8YbtyO9caV0alIs,Miguel T. Sergio,13,[],81,,,,,,NA,NA
1MSU5Nx7FeocAlphSr8OZH,Young Migos,13,[],1541,,,,,,NA,NA
1ftQItG3TZxe9R9lM7zkdZ,Miguel Buíla,13,[],7510,,,,,,NA,NA
0ihvm4HIugFm75o0U0159g,Robb T,13,[],297,,,,,,NA,NA
2EtW8G5t9dtvsKs5PZLbdo,RaneRaps,13,[],1980,,,,,,NA,NA
0hRlDwjmsSpLHnop8f7xYY,Soulful Soundscapes,13,[],13,,,,,,NA,NA
32rb0wEbmT4Ca775H2CIKs,Miguel Prieto,13,[],3140,,,,,,NA,NA
6hk5Eg5RAmgtgnZ7YXIazi,Breezoalmighty,13,[],301,,,,,,NA,NA
12iGMOelAiClC403TRosdA,Afotsum,13,[],856,,,,,,NA,NA
39Ki6JujfSgzBc2jRkgG46,Polaro,13,[],206,,,,,,NA,NA
1UxAKBAttPaTJFHUoELrQa,Brittany Elise,13,[],698,,,,,,NA,NA
4D7GGCigeIotCnitikyVBe,D&D Production,13,[],23,,,,,,NA,NA
5CddVX4EFzNc45Hz41ItWh,Sully Spicoli,13,[],98,,,,,,NA,NA
2QweNk3QEAzGTI7gLfmjfR,Breeze Partlow,13,[],258,,,,,,NA,NA
4B0nwBQwFMfwa3esy6E3qM,Katalyst,13,[],3337,,,,,,NA,NA
2OiUwiaeK3aqy0439ArG9W,Prince Myles,13,[],64,,,,,,NA,NA
4Q97hJFKPpDT2zyWhrWp47,Jidé,13,[],308,,,,,,NA,NA
7qyzAvQqGCrwUFfx87onnB,BigMoney Brezzy,13,[],198,,,,,,NA,NA
2Ulvekmr1ZzwpDi3ZJGVVH,ÄKIRA,13,[],188,,,,,,NA,NA
0Y9uc7OvI3Ih7f4RFCvxYE,ModX,13,[],593,,,,,,NA,NA
1luUT4Fotiyzt791Zppu1q,Surfersimpson,13,[],36,,,,,,NA,NA
38Rf3Xb01j1blimbqfUJFe,Action Da Goon,13,[],229,,,,,,NA,NA
44Oue5VgvFs1f1IFUgZQvv,Rosalie Ayotte,13,[],1099,,,,,,NA,NA
6tCZwiSjU7ZP8xJlfuXTRM,Korazon,13,[],3181,,,,,,NA,NA
09KCXQOcEzntiP34FG82Kv,Irish Celtic Spirit of Relaxation Academy,13,[],819,,,,,,NA,NA
1lM5s5pxmu1LpVlm4SShNN,Li Gavon,13,[],41,,,,,,NA,NA
3vxfdBrytCIRVDzEtGBcch,Nvy Jonez Lkr,13,[],607,,,,,,NA,NA
23Zgo7EeFTaJ5XNtdpswvJ,Vlera,13,[],1729,,,,,,NA,NA
7C5kb51ZDvGVr3yJvVTTTy,The Frank & Todd Show,13,[],654,,,,,,NA,NA
7hJqd5q1K8MSWOf0noQ5Yg,Kdotnizzle,13,[],1845,,,,,,NA,NA
1H6LuAVWS2c59V9DEROvV0,Miguel Johnson,13,[],1441,,,,,,NA,NA
3v0BLbhP6fJBapmJzm86nX,Redd Volkaert,13,[],3330,,,,,,NA,NA
1txt1nDOcNszF05NaeGTSb,Kelly Brown,13,[],562,,,,,,NA,NA
1DspEqrx7OYqLjFEEHzUMw,ghxst,13,[],1139,,,,,,NA,NA
6hp4UxRempV3ZP6Wqz14A0,21andrew,13,[],326,,,,,,NA,NA
6ST4Oan1TPvVOQhVoKuizQ,Valentino Sirolli,13,[],5124,,,,,,NA,NA
29u2570yVM9uOiKXcvt35Q,Sidd DeVille,13,[],97,,,,,,NA,NA
1GzpESGVF7Gzbl50OueV77,NvrLnd,13,[],65,,,,,,NA,NA
2ngoe6EwU6tjEQawD1PmVN,BlazintheAsian,13,[],1186,,,,,,NA,NA
22wGNi4eazkwKRvycUbqj6,D'Jedi Master Juice,13,[],56,,,,,,NA,NA
2dhOvLQOhyRhkbb4E0z5Ip,Mothers Nature Music Academy,13,[],294,,,,,,NA,NA
4LZbITWstPyU2uzWR3NJNi,Exotic Nature Kingdom,13,[],166,,,,,,NA,NA
1jXWnAY4PE5JMsMfYT6J81,Papcy Thedon,13,[],685,,,,,,NA,NA
0aENNvB7qTM60rDZHxItGI,KAIZEN,13,[],10,,,,,,NA,NA
68ZpCalbYG2MmyDWsnenJ4,Valent Miller,13,[],14,,,,,,NA,NA
4ENCZUIFCY8aJHU4ADmnIH,Mountain mouth,13,[],22,,,,,,NA,NA
4QkYzkqKIURg9xgapBG5PF,Michael J Foxx,13,[],4349,,,,,,NA,NA
0E0golhWTd3jCPehbWAZBP,Frank & Maury,13,[],6341,,,,,,NA,NA
5OtSSCOpHwYrWsB4hSpXmi,Prince VI,13,[],1313,,,,,,NA,NA
10ZBZMi06i1OJyQ8ztVkWI,Zodiax,13,[],299,,,,,,NA,NA
0pRxjt5oTr4p5U1PNUawJW,Moey's Music Party,13,[],514,,,,,,NA,NA
4pNZY04cumM8qzQpZlMv7s,Smokey Fresh,13,[],851,,,,,,NA,NA
21QMOQePyZ4wk0DLrc9JgL,Jordan Silverton,13,[],30,,,,,,NA,NA
3KpRq10VkTcTbwNnlnHR5m,Sks-Gio,13,[],42,,,,,,NA,NA
59qywxWRxfHKSQuZMlHhmm,Tiny Key,13,[],76,,,,,,NA,NA
52QVviGvhWkQjtt1veZVSx,Miranda y Tobar,13,[],264,,,,,,NA,NA
63lYDiWKIyjWIFwoCb8pfF,Myranda Young,13,[],22,,,,,,NA,NA
6Cx7bmdrj1H00KiU6AWZYN,Alan J King,13,[],3587,,,,,,NA,NA
6qBTffvxUdv9ce8UCifGIb,Anthony Hamilton Da Rapper,13,[],220,,,,,,NA,NA
7HPW1EsJmNKpBBqcpjBfWL,Rafael D,13,[],968,,,,,,NA,NA
5WZmecRt4eYRtrzatKoDD7,Ginny Kaur,13,[],2025,,,,,,NA,NA
7KloDzgpjGun8ocGVP6j01,Ermira Babaliu,13,[],1183,,,,,,NA,NA
3CBE6lAgB2XaLKUpjnKbof,Indyamarie,13,[],4532,,,,,,NA,NA
1Vjf5UkXgVpdmZN2cMAQxK,Anthony Louis Johnson,13,[],46,,,,,,NA,NA
54RzaHhyTUTV6yxtF2lPFx,Rafeef Ziadah,13,[],1008,,,,,,NA,NA
4HXfmI0GN5ie26Xo64Agqh,Mixwell,13,[],742,,,,,,NA,NA
